species,recording,distance_mm,a,b,tau,delayed_fraction,r2_active,r2_passive,delay_resolved2,cv_2tap
Sensitive Mimosa,BYB_Recording_2024-07-08_16.06.58,15.9,0.8820563620898657,-0.41857016499491384,1.7399999999997924,0.32182194986680435,0.8108114785707107,0.576815750008177,True,9.137931034483849
Sensitive Mimosa,BYB_Recording_2024-07-08_17.02.56,15.23,0.11956040060308412,1.4114771357787392,1.9599999999997877,0.9219089031052553,0.9385897665455959,0.5597512578861765,True,7.770408163266148
Sensitive Mimosa,BYB_Recording_2024-07-10_12.31.11,15.64,0.9918850721418113,0.5468135477763864,2.5972668245001866,0.355374041867573,0.4320951293576325,0.3850392886745605,True,6.021714770491374
Sensitive Mimosa,BYB_Recording_2024-07-10_12.56.35,14.21,-0.2559401501124051,1.5683735158651027,-0.10203698928759675,0.859706061032401,0.1151138461922816,0.05957862527715818,True,139.2632230646119
Sensitive Mimosa,BYB_Recording_2024-07-11_11.28.52,18.02,0.1811979185144499,0.8708532561461239,1.7574834157662096,0.8277670108843228,0.941676319557981,0.481354728684247,True,10.253297321809335
Sensitive Mimosa,BYB_Recording_2024-07-11_11.50.12,12.42,-0.37035545057582836,1.314004593425287,0.7777361055765688,0.7801209712288906,0.930734719797879,0.7317945785423797,True,15.969427047227706
Sensitive Mimosa,BYB_Recording_2024-07-11_12.37.51,13.13,0.3730753390301139,0.9407821774530477,0.9776845362275175,0.7160458159658477,0.9712229079725744,0.6889901184019095,True,13.429689755208026
Sensitive Mimosa,BYB_Recording_2024-07-11_13.14.26,14.6,0.11606879849112826,0.628366530308548,1.737488572701114,0.8440847794283528,0.3597038385184175,0.2772396240054428,True,8.402932962777832
Tomato,BYB_Recording_2024-02-03_21.26.23,6.24,0.3825899355947084,0.2350864968824603,-5.720000000000049,0.3805981328114698,0.7277238716782578,0.5634083480727895,True,1.0909090909090817
Tomato,BYB_Recording_2024-02-03_21.30.34,10.08,0.19329728866883278,0.15916359463641053,1.0799999999998064,0.4515780393666249,0.6618273909166414,0.6744914856037836,True,9.333333333335005
Tomato,BYB_Recording_2024-02-06_19.19.43,10.6,0.002871461462325127,0.9241315332971853,1.2799999999998022,0.9969024248265023,-0.05583751129343306,0.47846680762785976,True,8.281250000001279
Tomato,BYB_Recording_2024-02-06_20.01.08,10.8,0.07836845276724384,0.14196332117390906,-4.380000000000077,0.644316153928054,0.4385825627432165,0.23327981456206803,True,2.465753424657491
Tomato,BYB_Recording_2024-02-12_20.26.05,8.04,0.0790292058545945,0.4707696619019517,4.839999999999726,0.8562579690695379,0.6041114941149919,0.2899412178891878,True,1.6611570247934822
Tomato,BYB_Recording_2024-02-19_18.44.04,9.19,-0.8101092991470414,1.7751872563222113,1.1199999999998056,0.6866474380150945,0.5733300512797754,0.4930742721504888,True,8.205357142858567
Tomato,BYB_Recording_2024-06-26_23.32.41,,-0.011013569501851119,0.2468976364305803,2.31999999999978,0.9572970493390018,0.7369977025617929,0.7218201439250193,True,
Tomato,BYB_Recording_2024-06-26_23.54.25,,0.7003044443870429,0.6491009953217658,1.2799999999998022,0.48102740378891373,0.6043244095859324,0.49966341817168913,True,
Tomato,BYB_Recording_2024-06-27_00.22.45,,0.8908144141344996,2.3012937511410536,1.4599999999997983,0.7209322591806341,0.6854515285881919,0.6565453278741933,True,
Tomato,BYB_Recording_2024-07-05_16.48.00,10.4,0.10389656426029407,0.5155828197874991,3.639999999999752,0.8322840647554489,0.553757604293525,0.7876659600807399,True,2.857142857143052
Tomato,BYB_Recording_2024-07-05_16.51.56,10.5,0.2840582423549615,0.6683765646790962,1.2199999999998035,0.7017557104621818,0.7566216302121198,0.80117076638849,True,8.606557377050567
Tomato,BYB_Recording_2024-07-09_15.12.30,,0.25434224536725014,0.8652898839899104,0.7377464194463812,0.77283409550485,0.9792210944874213,0.9626648999164985,True,
Tomato,BYB_Recording_2024-07-10_11.32.51,,0.27703480583358,1.12786352561189,3.03715337193227,0.8028079330491164,0.7865674745710656,0.65703746082861,True,
Venus Flytrap,BYB_Recording_2024-01-28_16.49.19,13.36,0.08611337801502446,0.17202016869591935,0.4999999999998188,0.6663998960528226,0.46521035348390094,0.3566327394941068,True,26.72000000000968
Venus Flytrap,BYB_Recording_2024-05-16_22.38.00,12.41,-3.7271207340621344,7.969077545273398,-0.4200000000001616,0.6813391287451845,0.7193571746458544,0.08170931784128777,True,29.547619047607682
Venus Flytrap,BYB_Recording_2024-05-22_23.31.14,14.25,-0.00604197105633101,0.09786621374234904,0.4399999999998201,0.9418527898640785,0.7035472293263219,0.38889236938167115,True,32.38636363637688
Venus Flytrap,BYB_Recording_2024-05-22_23.36.51,9.68,0.0012901675706357793,0.48063273398267636,0.2999999999998231,0.9973228755751649,0.6432097021758336,0.3624185575882869,True,32.266666666685694
Venus Flytrap,BYB_Recording_2024-05-23_22.13.46,13.12,-0.010867248048902324,0.48042620839527145,0.2999999999998231,0.9778803321999116,0.8402375942523511,0.6671996049872749,True,43.73333333335912
Venus Flytrap,BYB_Recording_2024-05-25_20.35.34,17.8,0.07072896990404723,0.23468246065646137,0.45999999999981966,0.7684141363856574,0.8557872450685063,0.7922002238908005,True,38.69565217392822
Venus Flytrap,BYB_Recording_2024-05-27_22.48.45,8.64,0.02448763131806337,0.9564399128741579,0.37999999999982137,0.9750362486372747,0.8774813282873876,0.872023284384734,True,22.736842105273848
