species,latin,recording,duration_s,fs,n_channels,distance_mm,stim_start_s,stim_stop_s,n_markers,near_channel,far_channel,peak_delay_s,onset_delay_s,xcorr_delay_s,xcorr_corr,cv_peak_mm_s,cv_xcorr_mm_s,cm_baseline_r,event_zero_lag_r,r0_over_rpk,delay_resolved,near_peak_amp,far_peak_amp,attenuation_far_near,near_fwhm_s,far_fwhm_s,broadening_far_near,near_rise_s,far_rise_s,rise_ratio_far_near,near_snr,far_snr,valid,flags,distance_mm_d,sheet_delay_s,cv_manual,tau_2tap,cv_2tap
Marijuana,Cannabis sativa,BYB_Recording_2025-08-23_23.30.42-22mm,39.78,5000.0,2,22.0,5.6028,11.641,2,0,1,2.797,3.386,2.886,0.809,7.866,7.622,-0.173,0.155,0.191,True,2221.8,1311.5,0.59,1.875,2.135,1.139,1.857,1.267,0.683,30.6,15.0,True,,22.0,2.87,7.665505226480836,2.899999999999768,7.586206896552332
Marijuana,Cannabis sativa,BYB_Recording_2025-08-23_23.44.45-26mm,65.23,5000.0,2,26.0,4.9366,12.4746,2,0,1,3.095,2.704,2.943,0.828,8.401,8.835,0.171,0.062,0.075,True,2664.4,1200.6,0.451,1.929,2.438,1.264,0.977,1.368,1.401,36.5,32.5,True,,26.0,3.138,8.285532186105801,2.939999999999767,8.843537414966688
Marijuana,Cannabis sativa,BYB_Recording_2025-09-13_01.03.00-23.11mm,62.96,5000.0,2,23.1,4.0526,12.4748,2,0,1,11.409,9.642,10.985,0.804,2.025,2.103,0.842,0.109,0.136,True,1265.6,923.7,0.73,4.822,5.717,1.186,1.926,3.693,1.918,34.7,21.9,True,common_mode_high,23.1,11.25,2.0533333333333337,7.999999999999659,2.887500000000123
Marijuana,Cannabis sativa,BYB_Recording_2025-09-13_01.21.52-16.78mm,40.17,5000.0,2,16.8,13.6506,23.2722,2,0,1,6.165,4.416,5.897,0.823,2.725,2.849,0.531,-0.193,0.235,True,1147.5,743.4,0.648,3.212,3.343,1.041,1.343,3.093,2.303,44.5,90.3,True,,16.8,6.205,2.7074939564867044,5.959999999999702,2.818791946308865
Marijuana,Cannabis sativa,BYB_Recording_2025-09-13_01.45.23-24.26mm,32.63,5000.0,2,24.3,6.3852,14.431,2,0,1,1.251,2.629,1.376,0.868,19.424,17.662,0.49,0.364,0.419,True,4360.2,3547.6,0.814,1.43,1.103,0.771,2.058,0.68,0.33,79.5,95.8,True,,24.3,1.368,17.763157894736842,1.2999999999998018,18.692307692310543
Marijuana,Cannabis sativa,BYB_Recording_2025-09-13_01.52.20-21.60mm,33.78,5000.0,2,21.6,7.8216,16.5328,2,1,0,0.084,0.978,0.471,0.635,,45.821,-0.224,0.59,0.93,True,1174.3,1533.8,1.306,3.282,1.973,0.601,1.985,1.091,0.55,34.5,31.3,False,near_synchronous,21.6,1.112,19.424460431654676,,
Marijuana,Cannabis sativa,BYB_Recording_2025-09-15_00.20.12-21.09mm,23.17,5000.0,2,21.1,4.446,11.2666,2,0,1,1.484,1.657,1.444,0.884,14.222,14.608,0.382,0.487,0.551,True,1168.7,1394.7,1.193,2.292,1.686,0.736,1.278,1.105,0.865,76.6,52.8,True,,21.1,1.593,13.245448838669178,1.5599999999997962,13.525641025642791
Marijuana,Cannabis sativa,BYB_Recording_2025-09-15_00.27.51-21.09mm,30.56,5000.0,2,18.1,4.3074,11.2602,2,0,1,4.121,4.259,4.632,0.763,4.392,3.907,0.635,-0.131,0.171,True,455.2,1457.2,3.201,2.105,3.09,1.468,2.06,1.921,0.933,5.2,39.5,True,common_mode_high,18.1,3.986,4.5408931259407925,4.579999999999732,3.951965065502415
Marijuana,Cannabis sativa,BYB_Recording_2025-09-15_00.38.35-16.49mm,39.8,5000.0,2,16.5,7.7984,14.979,2,0,1,8.309,6.537,8.093,0.796,1.986,2.039,0.561,-0.265,0.333,True,1127.8,1037.4,0.92,3.245,4.398,1.355,1.917,3.689,1.924,16.1,27.2,True,,16.5,8.592,1.920391061452514,7.999999999999659,2.062500000000088
Marijuana,Cannabis sativa,BYB_Recording_2025-09-15_00.47.20-16.06mm,31.73,5000.0,2,16.1,,,0,0,1,5.446,2.316,5.423,0.784,2.957,2.969,0.997,0.113,0.145,True,3077.0,665.7,0.216,1.589,2.021,1.272,0.836,3.966,4.743,185.1,38.3,True,common_mode_high,16.1,5.436,2.9617365710080943,5.419999999999714,2.970479704797205
Mint,Mentha spicata,BYB_Recording_2023-12-19_18.14.10,29.76,5000.0,2,10.0,10.14,17.6376,2,0,1,2.473,4.193,2.993,0.647,4.044,3.341,0.586,0.082,0.126,True,2325.1,1552.9,0.668,2.97,4.255,1.433,4.29,2.57,0.599,23.3,12.6,True,,10.0,2.399,4.168403501458942,3.1999999999997613,3.125000000000233
Mint,Mentha spicata,BYB_Recording_2024-01-26_19.52.38,30.29,5000.0,2,27.11,5.6152,13.2286,2,0,1,4.464,4.345,4.498,0.71,6.073,6.027,0.057,-0.222,0.313,True,4427.0,1038.7,0.235,1.052,1.268,1.205,0.67,0.789,1.178,86.9,22.1,True,,27.11,4.473,6.0608093002459205,4.479999999999734,6.051339285714645
Mint,Mentha spicata,BYB_Recording_2024-01-26_20.00.04,38.76,5000.0,2,22.39,4.473,9.9746,2,0,1,4.426,4.386,4.398,0.559,5.059,5.091,0.753,-0.001,0.002,True,2448.9,1050.2,0.429,1.959,1.751,0.894,1.03,1.07,1.039,78.0,36.3,True,common_mode_high,22.39,4.335,5.164936562860438,4.379999999999736,5.11187214611903
Mint,Mentha spicata,BYB_Recording_2024-01-26_20.08.19,31.88,5000.0,2,36.21,5.9696,12.8386,2,0,1,6.03,5.432,9.094,0.448,6.005,3.982,0.865,-0.034,0.076,True,2533.0,673.8,0.266,1.235,2.798,2.265,0.901,1.499,1.663,31.8,14.6,True,common_mode_high,36.21,2.364,15.317258883248732,6.219999999999697,5.821543408360412
Mint,Mentha spicata,BYB_Recording_2024-02-09_22.29.45,45.19,5000.0,2,22.43,3.29,13.0276,2,1,0,8.427,6.782,9.36,0.729,2.662,2.396,0.716,0.042,0.058,True,1689.0,4154.1,2.46,0.227,3.296,14.534,0.184,1.829,9.921,30.1,14.7,True,xcorr_peak_leader_disagree;common_mode_high,22.43,9.405,2.384901648059543,-8.0,2.80375
Mint,Mentha spicata,BYB_Recording_2024-02-12_19.02.16,35.48,5000.0,2,35.22,4.5596,12.6352,2,0,1,9.416,8.661,9.218,0.573,3.74,3.821,0.74,-0.022,0.039,True,2962.8,575.8,0.194,0.537,1.786,3.328,0.303,1.058,3.489,242.0,45.5,True,common_mode_high,35.22,7.138,4.9341552255533765,7.699999999999665,4.574025974026172
Mint,Mentha spicata,BYB_Recording_2024-02-12_20.19.02,45.06,5000.0,2,30.82,2.1,11.8078,2,0,1,9.351,9.528,9.135,0.482,3.296,3.374,-0.116,0.244,0.507,True,2933.6,1259.7,0.429,2.8,1.485,0.53,1.342,1.164,0.867,177.3,38153.4,True,,30.82,9.315,3.308641975308642,7.999999999999659,3.852500000000164
Mint,Mentha spicata,BYB_Recording_2024-02-20_19.07.45,39.86,5000.0,2,30.92,8.711,17.6818,2,0,1,12.21,11.242,11.422,0.752,2.532,2.707,0.796,-0.105,0.14,True,4636.8,911.6,0.197,2.091,2.967,1.419,0.442,1.41,3.189,42.7,28.7,True,common_mode_high,30.92,9.728,3.1784539473684212,4.699999999999729,6.578723404255698
Mint,Mentha spicata,BYB_Recording_2024-02-20_19.11.24,42.57,5000.0,2,42.25,7.3302,18.0242,2,1,0,4.207,3.531,15.365,0.551,10.042,2.75,-0.165,-0.074,0.134,True,1337.5,3312.5,2.477,0.247,2.624,10.608,0.184,0.86,4.686,39.2,23.7,True,xcorr_peak_leader_disagree,42.25,17.024,2.4817904135338344,-1.3200000000001424,32.007575757572305
Mint,Mentha spicata,BYB_Recording_2024-02-20_19.19.15,44.01,5000.0,2,9.54,9.2142,20.6054,2,0,1,0.692,1.051,0.901,0.826,13.79,10.586,-0.389,0.447,0.541,True,2957.4,2774.9,0.938,1.346,1.626,1.208,1.21,0.85,0.703,49.8,166.6,True,,9.54,0.665,14.345864661654133,0.9399999999998094,10.148936170214824
Mint,Mentha spicata,BYB_Recording_2024-02-20_19.22.59,40.67,5000.0,2,14.08,6.0286,22.1062,2,0,1,2.537,2.062,2.376,0.893,5.549,5.925,0.961,0.05,0.055,True,2605.7,1073.5,0.412,1.958,2.855,1.458,1.189,1.664,1.4,46.2,28.4,True,common_mode_high,14.08,2.405,5.854469854469855,2.3799999999997787,5.915966386555172
Mint,Mentha spicata,BYB_Recording_2024-02-20_19.26.22,40.2,5000.0,2,11.56,6.3956,14.1834,2,0,1,1.759,2.021,1.783,0.832,6.571,6.483,-0.394,0.127,0.152,True,5313.2,1536.0,0.289,1.764,2.187,1.24,1.783,1.521,0.853,140.2,153.7,True,,11.56,1.754,6.590649942987458,1.759999999999792,6.568181818182595
Mint,Mentha spicata,BYB_Recording_2024-02-20_19.32.55,47.05,5000.0,2,16.83,5.21,24.1618,2,0,1,3.569,3.01,3.691,0.786,4.715,4.56,-0.392,-0.07,0.089,True,6279.1,1083.8,0.173,1.772,3.626,2.046,1.411,1.97,1.397,105.9,33.2,True,,16.83,3.628,4.6389195148842335,3.679999999999751,4.573369565217701
Mint,Mentha spicata,BYB_Recording_2024-02-20_19.38.46,45.84,5000.0,2,19.74,6.8728,18.9278,2,0,1,9.406,7.241,7.394,0.555,2.099,2.67,0.747,-0.007,0.013,True,8049.6,1166.6,0.145,0.623,4.76,7.646,0.327,2.492,7.63,163.0,57.8,True,common_mode_high,19.74,5.287,3.733686400605258,7.399999999999672,2.6675675675676858
Ornamental Chile,Capsicum annuum,BYB_Recording_2024-02-07_19.42.39,36.07,5000.0,2,11.93,2.2868,12.9424,2,0,1,1.962,1.813,2.123,0.877,6.08,5.62,0.876,0.336,0.383,True,4341.7,672.8,0.155,1.435,3.787,2.639,1.222,1.371,1.122,444.6,46.7,True,common_mode_high,11.93,1.974,6.043566362715299,2.1599999999997834,5.523148148148702
Ornamental Chile,Capsicum annuum,BYB_Recording_2024-02-07_19.48.46,35.05,5000.0,2,16.53,1.9798,15.4978,2,0,1,4.763,3.239,4.389,0.691,3.471,3.766,-0.81,-0.007,0.01,True,978.2,955.8,0.977,2.239,3.976,1.776,2.037,3.561,1.748,32.1,57.0,True,,16.53,4.262,3.8784608165180674,4.439999999999735,3.722972972973196
Ornamental Chile,Capsicum annuum,BYB_Recording_2024-02-12_19.32.29,36.19,5000.0,2,27.19,3.353,15.9674,2,0,1,5.795,5.46,5.725,0.648,4.692,4.749,-0.032,0.571,0.88,True,1582.4,1437.6,0.908,2.203,3.73,1.693,1.848,2.184,1.181,109.2,208.1,True,,27.19,5.747,4.731164085609883,5.899999999999704,4.608474576271418
Ornamental Chile,Capsicum annuum,BYB_Recording_2024-02-19_18.55.40,33.37,5000.0,2,20.27,2.7066,13.935,2,0,1,2.639,1.304,2.057,0.804,7.682,9.854,0.148,0.446,0.555,True,3349.4,789.7,0.236,1.315,2.959,2.249,0.917,2.251,2.456,63.5,31.0,True,,20.27,3.331,6.085259681777244,2.079999999999785,9.745192307693314
Ornamental Chile,Capsicum annuum,BYB_Recording_2024-02-19_18.58.46,40.76,5000.0,2,24.14,1.051,12.5444,2,0,1,10.652,8.847,10.444,0.662,2.266,2.311,0.313,-0.104,0.157,True,8290.4,420.2,0.051,1.738,4.313,2.482,1.035,2.84,2.743,1598.1,364.8,True,,24.14,1.685,14.326409495548962,7.999999999999659,3.017500000000129
Ornamental Chile,Capsicum annuum,BYB_Recording_2024-02-19_19.03.24,31.27,5000.0,2,19.25,2.3342,13.4984,2,0,1,1.705,1.234,1.398,0.899,11.29,13.772,0.957,0.511,0.568,True,4671.3,1478.8,0.317,1.334,2.491,1.868,1.238,1.708,1.38,68.0,48.5,True,common_mode_high,19.25,2.835,6.790123456790123,1.4199999999997992,13.55633802817093
Ornamental Chile,Capsicum annuum,BYB_Recording_2024-02-19_19.07.47,40.41,5000.0,2,17.7,2.9086,14.6746,2,0,1,2.823,2.697,1.044,0.404,6.27,16.948,0.413,0.197,0.489,True,1687.9,730.1,0.433,1.519,2.054,1.352,1.216,1.341,1.103,72.7,91.1,True,xcorr_peak_leader_disagree,17.7,7.349,2.4084909511498163,-1.4600000000001394,12.12328767123172
Ornamental Chile,Capsicum annuum,BYB_Recording_2024-02-19_19.10.37,36.77,5000.0,2,26.95,3.1714,10.7526,2,0,1,7.499,5.676,7.012,0.772,3.594,3.843,0.942,-0.042,0.055,True,13573.5,679.5,0.05,1.573,4.059,2.581,0.441,2.264,5.131,128.2,12.8,True,common_mode_high,26.95,4.538,5.938739532833847,7.01999999999968,3.839031339031514
Ornamental Chile,Capsicum annuum,BYB_Recording_2024-02-19_19.17.58,30.68,5000.0,2,18.5,2.7872,14.479,2,0,1,4.598,4.07,4.475,0.593,4.023,4.134,0.942,-0.103,0.175,True,6148.4,449.5,0.073,0.879,1.936,2.202,0.361,0.889,2.463,58.4,12.5,True,common_mode_high,18.5,2.279,8.117595436594998,4.479999999999734,4.129464285714531
Ornamental Chile,Capsicum annuum,BYB_Recording_2024-02-22_17.57.13,40.06,5000.0,2,26.03,3.2194,20.0178,2,0,1,4.351,4.587,4.451,0.951,5.983,5.848,0.438,-0.058,0.061,True,3873.3,1716.7,0.443,2.139,2.666,1.246,2.074,1.837,0.886,141.4,265.9,True,,26.03,4.318,6.028253821213526,4.459999999999734,5.836322869955505
Ornamental Chile,Capsicum annuum,BYB_Recording_2024-02-22_18.00.13,34.78,5000.0,2,19.54,4.8602,10.769,2,0,1,3.672,2.521,3.292,0.889,5.321,5.935,0.902,0.226,0.255,True,5896.5,1136.3,0.193,1.855,3.043,1.64,1.089,2.24,2.058,353.4,156.3,True,common_mode_high,19.54,3.64,5.368131868131868,3.3199999999997587,5.885542168675126
Ornamental Chile,Capsicum annuum,BYB_Recording_2024-02-23_19.53.15,39.05,5000.0,2,21.54,2.87,13.9162,2,0,1,0.306,-0.444,2.354,0.411,70.438,9.149,-0.448,-0.283,0.689,True,-729.6,1069.5,1.466,1.293,2.164,1.674,0.812,1.562,1.924,54.0,14.1,True,xcorr_peak_leader_disagree;polarity_mismatch,21.54,1.798,11.979977753058954,-3.360000000000099,6.410714285714096
Ornamental Chile,Capsicum annuum,BYB_Recording_2024-02-23_19.55.48,41.28,5000.0,2,24.41,5.8048,15.11,2,0,1,15.788,12.514,9.567,0.6,1.546,2.552,0.251,-0.395,0.658,True,2790.6,356.3,0.128,0.566,4.966,8.778,0.267,3.542,13.247,131.6,29.9,True,,24.41,9.041,2.6999225749364006,7.999999999999659,3.05125000000013
Ornamental Chile,Capsicum annuum,BYB_Recording_2024-02-23_19.59.02,39.39,5000.0,2,14.12,5.3128,14.8348,2,0,1,1.728,2.336,1.774,0.878,8.172,7.959,-0.641,-0.051,0.059,True,8188.3,1360.6,0.166,1.267,1.143,0.902,1.264,0.656,0.519,236.0,106.3,True,,14.12,1.692,8.3451536643026,1.759999999999792,8.02272727272822
Ornamental Chile,Capsicum annuum,BYB_Recording_2024-02-23_20.04.22,40.59,5000.0,2,23.63,5.0998,13.7342,2,0,1,14.248,10.142,13.916,0.426,1.659,1.698,0.983,0.052,0.122,True,2132.2,372.5,0.175,1.076,7.106,6.602,0.554,4.66,8.412,52.3,21.0,True,common_mode_high,23.63,8.829,2.676407294144297,7.999999999999659,2.953750000000126
Rosemary,Salvia rosmarinus,BYB_Recording_2024-02-15_21.13.19,31.58,5000.0,2,11.72,0.7916,11.071,2,1,0,2.948,4.148,4.519,0.796,3.976,2.594,0.961,0.171,0.214,True,775.2,2553.5,3.294,0.366,2.705,7.39,2.96,1.76,0.595,103.6,551.6,True,common_mode_high,11.72,5.016,2.3365231259968104,4.599999999999731,2.5478260869566705
Rosemary,Salvia rosmarinus,BYB_Recording_2024-02-15_21.20.04,32.41,5000.0,2,26.7,1.2432,15.3868,2,0,1,9.714,9.784,9.804,0.771,2.748,2.723,0.76,-0.186,0.24,True,3349.2,417.7,0.125,2.061,2.128,1.032,1.7,1.631,0.959,159.6,36.1,True,common_mode_high,26.7,9.983,2.674546729440048,5.839999999999705,4.571917808219409
Rosemary,Salvia rosmarinus,BYB_Recording_2024-02-15_21.27.05,35.17,5000.0,2,7.96,3.7788,14.5958,2,1,0,7.169,6.557,2.365,0.577,1.11,3.366,0.449,0.268,0.464,True,-228.8,2098.1,9.169,0.315,1.835,5.817,0.587,1.199,2.043,16.8,98.7,True,xcorr_peak_leader_disagree;polarity_mismatch,7.96,2.859,2.7841902763203916,-2.660000000000114,2.99248120300739
Rosemary,Salvia rosmarinus,BYB_Recording_2024-02-19_19.56.50,31.35,5000.0,2,16.01,5.2162,18.6502,2,0,1,4.469,3.112,3.775,0.905,3.583,4.242,0.936,0.023,0.026,True,2800.5,2414.4,0.862,2.107,2.966,1.407,1.059,2.416,2.281,96.6,115.0,True,common_mode_high,16.01,4.335,3.6931949250288354,3.819999999999748,4.191099476440067
Rosemary,Salvia rosmarinus,BYB_Recording_2024-02-23_19.35.51,40.86,5000.0,2,13.19,3.1062,11.519,2,0,1,0.815,0.909,0.672,0.642,16.176,19.64,-0.221,0.529,0.825,True,1262.3,515.6,0.408,2.033,1.546,0.76,1.401,1.307,0.933,161.0,103.5,True,,13.19,0.887,14.870349492671927,0.5599999999998175,23.5535714285791
Rosemary,Salvia rosmarinus,BYB_Recording_2024-02-26_18.50.08,40.41,5000.0,2,9.44,4.2558,13.8718,2,0,1,4.577,2.811,0.054,0.777,2.062,,0.727,0.773,0.994,False,1597.4,-668.0,0.418,1.104,2.435,2.205,0.976,2.742,2.81,21.5,15.5,True,delay_unresolved;common_mode_high;polarity_mismatch,9.44,0.728,12.967032967032967,5.239999999999718,
Rosemary,Salvia rosmarinus,BYB_Recording_2024-02-26_19.06.39,41.53,5000.0,2,16.32,5.3418,20.8506,2,0,1,1.081,4.412,0.542,0.824,15.097,30.133,0.999,0.814,0.988,False,677.0,501.7,0.741,3.936,1.563,0.397,4.677,1.346,0.288,2.6,2.1,False,delay_unresolved;common_mode_high;low_snr,16.32,6.826,2.39085848227366,,
Rosemary,Salvia rosmarinus,BYB_Recording_2024-02-26_19.10.25,41.12,5000.0,2,9.84,4.8636,10.1276,2,0,1,2.659,1.762,2.32,0.901,3.701,4.241,0.825,0.241,0.267,True,5560.1,1855.5,0.334,1.881,2.318,1.232,1.218,2.114,1.736,138.6,39.1,True,common_mode_high,9.84,1.185,8.30379746835443,2.3999999999997783,4.100000000000379
Rosemary,Salvia rosmarinus,BYB_Recording_2024-02-29_17.20.55,35.96,5000.0,2,,3.8842,11.972,2,0,1,0.916,0.58,0.732,0.952,,,0.361,0.735,0.772,True,9343.3,4041.3,0.433,1.781,1.604,0.901,0.858,1.195,1.392,201.7,50.0,True,,,,,0.8599999999998111,
Ruda,Ruta graveolens,BYB_Recording_2024-01-17_20.14.33,33.78,5000.0,2,14.88,6.6664,12.811,2,0,1,0.454,0.557,0.473,0.949,32.79,31.472,0.142,0.779,0.821,True,11237.8,4693.3,0.418,1.529,1.147,0.75,0.519,0.415,0.801,228.5,204.6,True,,14.88,0.436,34.12844036697248,0.4799999999998192,31.000000000011678
Ruda,Ruta graveolens,BYB_Recording_2024-02-05_19.17.48,36.88,5000.0,2,13.84,8.086,16.5238,2,0,1,1.533,0.858,1.382,0.738,9.026,10.016,0.785,0.69,0.935,True,8401.2,3178.2,0.378,0.559,1.251,2.239,0.509,1.184,2.329,34.9,55.1,True,common_mode_high,13.84,1.543,8.96953985742061,1.4999999999997975,9.226666666667912
Ruda,Ruta graveolens,BYB_Recording_2024-02-20_19.48.40,36.77,5000.0,2,15.21,6.6306,18.0144,2,0,1,2.526,1.751,2.116,0.677,6.022,7.189,-0.734,0.557,0.822,True,2523.3,1244.9,0.493,3.206,3.891,1.214,1.141,1.916,1.679,107.8,79.0,True,,15.21,2.662,5.713749060856499,2.31999999999978,6.556034482759243
Ruda,Ruta graveolens,BYB_Recording_2024-02-20_19.51.32,45.1,5000.0,2,17.36,5.3932,15.5906,2,0,1,2.299,1.54,2.01,0.863,7.551,8.639,0.792,0.384,0.445,True,4921.1,1562.3,0.317,2.131,4.033,1.892,1.196,1.955,1.635,212.7,180.4,True,common_mode_high,17.36,2.389,7.2666387609878615,2.1599999999997834,8.037037037037843
Ruda,Ruta graveolens,BYB_Recording_2024-02-20_19.54.12,40.44,5000.0,2,10.78,6.8376,18.8,2,0,1,1.23,1.044,0.969,0.91,8.763,11.123,-0.495,0.724,0.796,True,3197.0,696.9,0.218,2.749,2.74,0.997,1.466,1.652,1.127,214.5,37.8,True,,10.78,1.263,8.535233570863024,1.099999999999806,9.800000000001727
Ruda,Ruta graveolens,BYB_Recording_2024-02-20_19.57.31,40.14,5000.0,2,8.15,5.878,17.1242,2,0,1,1.002,0.742,0.859,0.793,8.13,9.49,0.629,0.621,0.784,True,2602.1,2423.6,0.931,0.865,2.027,2.343,0.588,0.849,1.443,207.2,162.8,True,common_mode_high,8.15,0.998,8.166332665330662,0.8799999999998107,9.26136363636563
Ruda,Ruta graveolens,BYB_Recording_2024-02-22_18.37.41,31.38,5000.0,2,8.39,6.2054,17.8488,2,0,1,4.166,1.615,3.149,0.805,2.014,2.665,0.757,0.124,0.155,True,4375.0,724.2,0.166,1.819,2.599,1.428,0.498,3.049,6.127,282.5,63.3,True,common_mode_high,8.39,3.965,2.116015132408575,3.2399999999997604,2.5895061728396978
Ruda,Ruta graveolens,BYB_Recording_2024-02-22_18.44.37,28.92,5000.0,2,8.99,5.7632,14.8224,2,0,1,2.014,1.672,2.945,0.562,4.463,3.053,0.938,-0.142,0.253,True,6209.0,506.1,0.082,1.209,4.127,3.414,1.291,1.634,1.265,175.3,48.7,True,common_mode_high,8.99,2.221,4.047726249437191,2.9199999999997672,3.078767123287917
Ruda,Ruta graveolens,BYB_Recording_2024-02-23_20.25.25,34.97,5000.0,2,7.11,6.5444,15.6128,2,0,1,0.716,0.508,0.49,0.847,9.925,14.51,0.981,0.813,0.96,True,2329.9,540.6,0.232,1.795,2.26,1.259,1.069,1.277,1.195,13.4,7.2,True,common_mode_high,7.11,0.687,10.349344978165938,1.1799999999998043,6.025423728814559
Ruda,Ruta graveolens,BYB_Recording_2024-02-29_16.58.27,33.86,5000.0,2,8.96,4.5134,12.4678,2,1,0,4.921,3.992,0.025,0.758,1.821,,0.914,0.756,0.998,False,1265.5,2794.9,2.209,0.609,0.838,1.375,0.249,1.178,4.731,73.5,68.6,True,delay_unresolved;common_mode_high,8.96,0.849,10.553592461719672,3.9399999999997455,2.2741116751270507
Ruda,Ruta graveolens,BYB_Recording_2024-03-04_19.50.01,41.94,5000.0,2,9.15,5.3108,10.631,2,0,1,0.652,0.445,0.499,0.922,14.029,18.344,0.96,0.878,0.953,True,4352.9,1694.3,0.389,2.02,7.627,3.776,0.728,0.935,1.284,35.4,24.2,True,common_mode_high,9.15,0.628,14.570063694267516,0.9399999999998094,9.734042553193463
Ruda,Ruta graveolens,BYB_Recording_2024-03-04_20.01.12,37.72,5000.0,2,11.66,4.8996,11.1032,2,0,1,4.039,1.157,4.016,0.611,2.887,2.904,0.73,-0.046,0.076,True,12516.7,675.8,0.054,0.939,7.116,7.58,0.674,3.557,5.275,145.7,46.3,True,common_mode_high,11.66,4.088,2.8522504892367904,4.059999999999743,2.871921182266192
Ruda,Ruta graveolens,BYB_Recording_2024-03-06_21.31.33,38.87,5000.0,2,10.3,3.2284,12.0978,2,0,1,0.838,0.571,0.65,0.978,12.297,15.841,0.08,0.779,0.797,True,6251.9,2748.6,0.44,1.904,2.17,1.139,0.649,0.916,1.411,135.1,136.6,True,,10.3,0.831,12.39470517448857,0.7199999999998141,14.30555555555925
Ruda,Ruta graveolens,BYB_Recording_2024-03-06_21.44.52,33.62,5000.0,2,9.32,5.2672,12.4918,2,0,1,1.209,0.828,0.319,0.883,7.71,29.198,0.965,0.872,0.988,False,2325.0,1468.6,0.632,10.892,3.497,0.321,1.093,1.474,1.349,72.9,62.0,True,delay_unresolved;common_mode_high,9.32,0.955,9.759162303664922,0.5199999999998184,17.923076923083183
Sensitive Mimosa,Mimosa pudica,BYB_Recording_2021-07-26_12.46.45,11.44,5000.0,2,40.0,,,0,1,0,0.919,0.231,0.485,0.89,43.516,82.406,0.962,0.714,0.802,True,9037.1,1475.6,0.163,1.248,1.829,1.465,0.468,1.156,2.47,25.7,8.7,True,common_mode_high,40.0,0.98,40.816326530612244,0.7999999999998124,50.00000000001173
Sensitive Mimosa,Mimosa pudica,BYB_Recording_2024-06-27_17.07.10,34.15,5000.0,2,21.6,,,0,1,0,1.052,0.985,1.009,0.937,20.528,21.416,0.915,-0.054,0.058,True,6772.7,5490.2,0.811,0.734,0.749,1.021,0.321,0.388,1.209,2663.0,2137.0,True,common_mode_high,21.6,1.044,20.689655172413794,0.9999999999998082,21.600000000004144
Sensitive Mimosa,Mimosa pudica,BYB_Recording_2024-06-27_17.25.17,24.9,5000.0,2,14.8,,,0,1,0,1.292,1.264,1.264,0.939,11.455,11.707,0.472,0.103,0.11,True,6379.4,1473.0,0.231,0.976,0.956,0.98,0.485,0.513,1.057,973.9,469.4,True,,14.8,1.184,12.500000000000002,1.2799999999998022,11.562500000001789
Sensitive Mimosa,Mimosa pudica,BYB_Recording_2024-06-27_17.42.19,46.09,5000.0,2,15.9,,,0,1,0,1.438,1.531,1.467,0.926,11.059,10.84,0.982,-0.061,0.066,True,3219.1,1466.0,0.455,0.866,0.77,0.889,0.502,0.409,0.815,477.4,840.5,True,common_mode_high,15.9,1.339,11.874533233756535,1.4599999999997983,10.890410958905614
Sensitive Mimosa,Mimosa pudica,BYB_Recording_2024-06-27_18.31.29,21.91,5000.0,2,13.9,,,0,1,0,1.22,1.301,1.296,0.856,11.393,10.725,0.965,0.064,0.075,True,5682.1,1100.5,0.194,0.79,0.707,0.896,0.418,0.338,0.807,2642.6,867.5,True,common_mode_high,13.9,1.104,12.590579710144926,1.2999999999998018,10.692307692309322
Sensitive Mimosa,Mimosa pudica,BYB_Recording_2024-06-27_18.48.14,30.31,5000.0,2,9.5,,,0,0,1,12.168,12.382,12.267,0.717,0.781,0.774,0.921,0.549,0.767,True,239.1,3391.9,14.184,1.065,0.603,0.566,0.482,0.267,0.554,213.1,169.9,True,common_mode_high,9.5,0.374,25.40106951871658,0.3999999999998209,23.750000000010637
Sensitive Mimosa,Mimosa pudica,BYB_Recording_2024-06-27_19.01.26,24.25,5000.0,2,15.3,,,0,0,1,1.01,1.017,0.985,0.901,15.146,15.536,0.356,0.173,0.193,True,1231.2,4345.5,3.529,0.76,0.691,0.91,0.346,0.339,0.98,579.0,1251.2,True,,15.3,0.934,16.38115631691649,0.9999999999998082,15.300000000002935
Sensitive Mimosa,Mimosa pudica,BYB_Recording_2024-06-27_19.15.52,25.82,5000.0,2,14.1,,,0,0,1,0.611,0.662,0.686,0.933,23.069,20.566,0.87,0.047,0.05,True,890.6,4102.9,4.607,0.457,0.654,1.429,0.374,0.323,0.863,190.6,357.4,True,common_mode_high,14.1,0.636,22.169811320754715,0.679999999999815,20.7352941176527
Sensitive Mimosa,Mimosa pudica,BYB_Recording_2024-06-27_19.57.29,20.05,5000.0,2,15.5,,,0,0,1,0.443,0.531,0.441,0.968,34.989,35.131,-0.367,0.586,0.606,True,990.9,4507.8,4.549,0.796,0.737,0.926,0.487,0.399,0.82,677.7,1363.8,True,,15.5,0.483,32.091097308488614,0.3799999999998213,40.7894736842297
