species,recording,base_r,event_r,r0,rpk,r0_over_rpk,lagpk
Venus Flytrap,BYB_Recording_2024-05-21_00.22.52,-0.7097166308489199,0.07014751550371115,0.07014751550371115,0.8294532167659076,0.08457079204204054,-0.5932
Venus Flytrap,BYB_Recording_2024-05-22_23.31.14,0.1295707287348825,0.4188932064405062,0.41889320644050615,0.8772931745630502,0.47748371762853686,-0.4524
Venus Flytrap,BYB_Recording_2024-05-22_23.36.51,0.975384719319943,0.5179183023107288,0.5179183023107288,0.9142288006249788,0.5665084079135038,-0.303
Venus Flytrap,BYB_Recording_2024-05-23_22.13.46,0.37917857023123147,0.6478900287093,0.6478900287092999,0.9478296578154732,0.6835511247902241,-0.301
Venus Flytrap,BYB_Recording_2024-05-25_20.35.34,0.7870198307271077,0.6952112828069138,0.6952112828069139,0.9492517696409632,0.7323781793631678,-0.381
Venus Flytrap,BYB_Recording_2024-05-27_22.48.45,-0.39184297433975374,0.31015188149247885,0.31015188149247874,0.9382799837736572,0.33055365866922,-0.3788
Venus Flytrap,BYB_Recording_2024-05-29_00.04.58,0.2541234581791262,0.18345756804588984,0.18345756804588984,0.7288934380759915,0.2516932633255004,-0.2588
Venus Flytrap,BYB_Recording_2024-05-29_00.16.30,-0.6205377175097028,0.35899195785070287,0.35899195785070276,0.9344190036160783,0.38418734685558753,-0.4486
Venus Flytrap,BYB_Recording_2024-05-30_01.09.15,0.6738176636362894,0.7653508637535674,0.7653508637535675,0.926236461813399,0.8263018087791023,-0.2204
Venus Flytrap,BYB_Recording_2024-06-01_21.44.30,0.39031559595994697,0.5656215780370941,0.5656215780370941,0.8526601799748994,0.6633610802063548,-0.292
Venus Flytrap,BYB_Recording_2024-06-02_21.01.38,0.5444658337927604,0.8232225603810769,0.8232225603810769,0.9143860345661019,0.9003008896255899,-0.14
Venus Flytrap,BYB_Recording_2024-07-03_11.24.59,-0.9464889486405439,-0.4960609236607506,-0.49606092366075066,0.435281478478046,-1.1396325095090627,-0.7945664658587469
