species,recording,norm,r2_active,r2_passive,sigma,gain_active,gain_passive,tau,bic_active,bic_passive,passive_gap,winner
Hierbabuena,BYB_Recording_2024-03-04_20.20.54,norm,0.5872176846197852,0.5965363622193139,0.11694915254237288,0.5504809299972165,0.5743484119795016,4.1748,-12397.573708843345,-12458.744429052314,0.009318677599528757,passive
Hierbabuena,BYB_Recording_2024-03-04_20.20.54,raw,-66.51931078512871,0.01790924805259153,4.0,1.0,1.0,4.1748,33832.84012828141,31687.379042757435,66.5372200331813,passive
Hierbabuena,BYB_Recording_2024-03-08_21.04.08,norm,0.9701800625755518,0.9724937189299051,0.05,0.9884253389972503,0.9986434971149523,0.46199999999999997,-22780.560898539905,-23033.58596134545,0.0023136563543533217,passive
Hierbabuena,BYB_Recording_2024-03-08_21.04.08,raw,0.6666505724324119,0.6666505724324119,0.0,1.0,1.0,0.46199999999999997,39684.8477373994,39692.92890317713,0.0,active
Hierbabuena,BYB_Recording_2024-03-08_21.06.56,norm,0.9662556717214172,0.9662556717214172,0.0,0.8702261068402065,0.8702261068402065,0.19319999999999998,-20596.07215048058,-20588.06878742195,0.0,active
Hierbabuena,BYB_Recording_2024-03-08_21.06.56,raw,0.6708661476733885,0.7647070047060527,0.3847457627118644,1.0,1.0,0.19319999999999998,33683.02329191368,32687.148387954578,0.0938408570326642,passive
Hierbabuena,BYB_Recording_2024-03-08_21.12.27,norm,0.5201203097360751,0.7980331613027192,0.5186440677966102,1.00593693837686,2.364623457527625,2.1672,-9159.30308870502,-11277.862590637234,0.277912851566644,passive
Hierbabuena,BYB_Recording_2024-03-08_21.12.27,raw,-11.871285407637918,0.606370255935466,1.188135593220339,1.0,1.0,2.1672,30256.73729115631,26271.93961918421,12.477655663573385,passive
Hierbabuena,BYB_Recording_2024-03-08_21.18.08,norm,0.5173048634998336,0.6000622048387595,0.5855932203389831,0.7610012653881599,1.3664162862394882,0.9828,-18293.04194385261,-19106.552612202355,0.08275734133892587,passive
Hierbabuena,BYB_Recording_2024-03-08_21.18.08,raw,-2.5471044738318414,0.552547545663836,1.0542372881355933,1.0,1.0,0.9828,47904.997887210826,41372.224348206684,3.0996520194956774,passive
Hierbabuena,BYB_Recording_2024-03-08_21.22.04,norm,0.9645574757816722,0.9881580047477954,0.18389830508474575,1.0337422688802815,1.165134970198041,0.3276,-23171.029267194295,-26818.94485673322,0.02360052896612319,passive
Hierbabuena,BYB_Recording_2024-03-08_21.22.04,raw,0.6135149837955017,0.8872135531937348,0.3177966101694915,1.0,1.0,0.3276,39042.4035637893,34943.14006370752,0.2736985693982331,passive
Hierbabuena,BYB_Recording_2024-03-08_21.24.53,norm,0.982450096792415,0.9872643146616437,0.11694915254237288,1.1989096316326582,1.248785237830329,0.3192,-22505.743841590964,-23493.932500508912,0.004814217869228643,passive
Hierbabuena,BYB_Recording_2024-03-08_21.24.53,raw,-1.502118391545412,0.607285314229824,0.8533898305084746,1.0,1.0,0.3192,39762.328550795355,34714.289903108816,2.109403705775236,passive
Hierbabuena,BYB_Recording_2024-03-08_21.27.40,norm,0.7692828786962154,0.8033040777680178,0.25084745762711863,0.9686417447529467,1.103959627506917,0.8987999999999999,-18257.183178930536,-18846.248254021066,0.034021199071802455,passive
Hierbabuena,BYB_Recording_2024-03-08_21.27.40,raw,-1.3834959938100209,0.5730274592693749,0.9872881355932204,1.0,1.0,0.8987999999999999,45385.5554399642,39614.23558022884,1.9565234530793958,passive
Marijuana,BYB_Recording_2025-08-23_22.07.27-28.8mm,norm,0.8695422800399868,0.890384890273455,0.25084745762711863,0.867058216731153,0.9977189968855323,2.6795999999999998,-32954.84295897447,-33921.722205035134,0.02084261023346823,passive
Marijuana,BYB_Recording_2025-08-23_22.07.27-28.8mm,raw,0.8176828069998354,0.8176828069998354,0.0,1.0,1.0,2.6795999999999998,55616.59161339515,55625.222849302605,0.0,active
Marijuana,BYB_Recording_2025-08-23_22.55.19-22mm,norm,0.6352027121657247,0.6602263615471009,0.3177966101694915,0.7915505746622403,0.9950866364017263,1.6128,-8614.17591892314,-8767.547706591575,0.025023649381376245,passive
Marijuana,BYB_Recording_2025-08-23_22.55.19-22mm,raw,0.5925294147847964,0.592689064727729,0.05,1.0,1.0,1.6128,25882.523360934047,25889.3611724214,0.00015964994293260482,active
Marijuana,BYB_Recording_2025-08-23_23.19.28-21mm,norm,0.5738318569395302,0.6396485139897828,0.9203389830508475,0.9555489744966144,1.7114141960591238,4.8552,-10149.825357870039,-10701.340391800717,0.06581665705025264,passive
Marijuana,BYB_Recording_2025-08-23_23.19.28-21mm,raw,-0.20268916926669944,0.6337397755079103,1.0542372881355933,1.0,1.0,4.8552,31251.22338477327,27292.927901655294,0.8364289447746097,passive
Marijuana,BYB_Recording_2025-08-23_23.30.42-22mm,norm,0.5896592467465049,0.6512890147667707,0.652542372881356,0.9327138919428957,1.5746271991515057,2.7972,-15019.746558268176,-15673.642627453897,0.06162976802026576,passive
Marijuana,BYB_Recording_2025-08-23_23.30.42-22mm,raw,0.09212759235678125,0.6480423048012663,0.7194915254237289,1.0,1.0,2.7972,39256.9026736971,35409.45846169413,0.5559147124444851,passive
