species,recording,norm,r2_active,r2_passive,sigma,gain_active,gain_passive,tau,bic_active,bic_passive,passive_gap,winner
Marijuana,BYB_Recording_2025-08-23_23.44.45-26mm,norm,0.39928449265418287,0.46631719317463616,0.7194915254237289,0.7492223722246406,1.5048776326039601,2.9484,-27874.809528845944,-28715.230199758353,0.06703270052045329,passive
Marijuana,BYB_Recording_2025-08-23_23.44.45-26mm,raw,-2.201107879259383,0.4463561616910746,1.1211864406779661,1.0,1.0,2.9484,68707.03290917356,59500.215693074635,2.6474640409504575,passive
Marijuana,BYB_Recording_2025-09-13_01.03.00-23.11mm,norm,0.30769430006789433,0.34521723935751814,0.5186440677966102,0.4852835662253085,0.726271826636853,0.0084,-20717.88368363209,-21099.821300595482,0.0375229392896238,passive
Marijuana,BYB_Recording_2025-09-13_01.03.00-23.11mm,raw,0.30702854530925505,0.325128274821751,0.3177966101694915,1.0,1.0,0.0084,58196.51256308451,58019.760824053534,0.018099729512495943,passive
Marijuana,BYB_Recording_2025-09-13_01.21.52-16.78mm,norm,0.3357750634546025,0.3434884258265768,0.18389830508474575,0.48921195491525377,0.5201835672372018,6.1572,-10904.374799777417,-10933.204213830511,0.007713362371974286,passive
Marijuana,BYB_Recording_2025-09-13_01.21.52-16.78mm,raw,-0.9927371116539896,0.2934682882666927,1.3889830508474577,1.0,1.0,6.1572,27539.250779138903,24272.78989833847,1.2862053999206822,passive
Marijuana,BYB_Recording_2025-09-13_01.45.23-24.26mm,norm,0.7178929980628211,0.7254653614497448,0.11694915254237288,0.7272125074604815,0.7644083213142052,1.2516,-15230.679181521939,-15307.633220754547,0.007572363386923686,passive
Marijuana,BYB_Recording_2025-09-13_01.45.23-24.26mm,raw,0.6653865733809032,0.7065600427091835,0.18389830508474575,1.0,1.0,1.2516,32997.54448281707,32595.40118145154,0.041173469328280254,passive
Marijuana,BYB_Recording_2025-09-13_01.52.20-21.60mm,norm,0.15387514584887774,0.19980665295598743,0.3847457627118644,0.4620897101308212,0.6911331927276041,1.0668,-8725.94942276819,-8890.432850262516,0.04593150710710969,passive
Marijuana,BYB_Recording_2025-09-13_01.52.20-21.60mm,raw,0.13924473553991445,0.19666648406322706,0.3847457627118644,1.0,1.0,1.0668,32905.87946038356,32700.51228766114,0.05742174852331261,passive
Marijuana,BYB_Recording_2025-09-15_00.20.12-21.09mm,norm,0.47958252402733315,0.6710175835767955,0.7194915254237289,0.6561353303344456,1.565548419617988,1.7052,-7741.775452705195,-8756.345781017473,0.19143505954946238,passive
Marijuana,BYB_Recording_2025-09-15_00.20.12-21.09mm,raw,0.4336997118300657,0.5942180819687439,0.4516949152542373,1.0,1.0,1.7052,21546.059766114464,20810.824172941073,0.1605183701386782,passive
Marijuana,BYB_Recording_2025-09-15_00.27.51-21.09mm,norm,0.3532986856543038,0.6937152521745911,0.9203389830508475,0.7243826507123623,2.7111010740031456,4.0152,-8996.344426537877,-11324.573421129513,0.3404165665202873,passive
Marijuana,BYB_Recording_2025-09-15_00.27.51-21.09mm,raw,0.35250732355520487,0.4537293237222322,0.4516949152542373,1.0,1.0,4.0152,28344.790889782696,27821.440637667405,0.10122200016702732,passive
Marijuana,BYB_Recording_2025-09-15_00.38.35-16.49mm,norm,0.18218914597933644,0.20924584062583795,0.7194915254237289,0.46140037523305855,0.8831927017860834,0.0168,-9651.742541601541,-9771.680636551904,0.02705669464650151,passive
Marijuana,BYB_Recording_2025-09-15_00.38.35-16.49mm,raw,-1.3305582870827064,0.16584731651156348,1.188135593220339,1.0,1.0,0.0168,33358.016591193846,30036.37579126251,1.4964056035942699,passive
Marijuana,BYB_Recording_2025-09-15_00.47.20-16.06mm,norm,0.5906896418362906,0.5954935437552359,0.18389830508474575,0.4794220921641911,0.5114680812031291,5.5356,-18871.12809206098,-18906.109741813616,0.004803901918945308,passive
Marijuana,BYB_Recording_2025-09-15_00.47.20-16.06mm,raw,-15.481339776295165,0.0760717185782448,2.0584745762711862,1.0,1.0,5.5356,33009.22544435481,30194.303198779602,15.55741149487341,passive
Mint,BYB_Recording_2023-12-19_18.14.10,norm,0.061885905797176455,0.08721144690718519,2.527118644067796,0.17728347889888782,1.6991858406633855,2.268,-8621.162115985317,-8677.335978254263,0.02532554111000873,passive
Mint,BYB_Recording_2023-12-19_18.14.10,raw,-1.8925354789215163,0.07991774714850175,2.393220338983051,1.0,1.0,2.268,25899.912120116922,24095.07419667155,1.972453226070018,passive
Mint,BYB_Recording_2024-01-26_19.52.38,norm,0.3041908585656513,0.3266694238984933,0.18389830508474575,0.23856745209970742,0.2788653519608438,4.5276,-14965.266349072082,-15053.761828592535,0.022478565332841982,passive
Mint,BYB_Recording_2024-01-26_19.52.38,raw,-10.476514429324014,0.029038393636980686,2.6610169491525424,1.0,1.0,4.5276,31331.501703382026,29217.912121101166,10.505552822960995,passive
Mint,BYB_Recording_2024-01-26_20.00.04,norm,0.4043003203697104,0.4043003203697104,0.0,0.3712514378483553,0.3712514378483553,0.0,-23042.28694839185,-23033.972606048483,0.0,active
Mint,BYB_Recording_2024-01-26_20.00.04,raw,-2.3450681917383873,0.11576712374967424,1.723728813559322,1.0,1.0,0.0,43790.31696960826,40469.01791092415,2.460835315488062,passive
Mint,BYB_Recording_2024-01-26_20.08.19,norm,0.2347829252441761,0.2347829252441761,0.0,0.2777287379506107,0.2777287379506107,0.0,-15557.961337041384,-15549.926706008462,0.0,active
Mint,BYB_Recording_2024-01-26_20.08.19,raw,-4.14418153391164,0.031744888259671145,1.6567796610169492,1.0,1.0,0.0,32368.383535023997,30139.355976417213,4.175926422171311,passive
Mint,BYB_Recording_2024-02-09_22.29.45,norm,0.40326764863307485,0.40326764863307485,0.0,0.37901947181085643,0.37901947181085643,0.0,-34195.27874904767,-34186.763758279805,0.0,active
Mint,BYB_Recording_2024-02-09_22.29.45,raw,-1.5131303279172648,0.0007885791187856039,3.799152542372881,1.0,1.0,0.0,56549.51928008726,53098.482337612535,1.5139189070360504,passive
Mint,BYB_Recording_2024-02-12_19.02.16,norm,0.019988101485634457,0.020171378816273178,0.05,0.07585128785605029,0.07769807890525955,2.2344,-16316.557661269146,-16309.035189652703,0.00018327733063872031,active
Mint,BYB_Recording_2024-02-12_19.02.16,raw,0.015426306557703828,0.016220403523032667,0.05,1.0,1.0,2.2344,41004.53651983829,41009.77739205083,0.0007940969653288388,active
Mint,BYB_Recording_2024-02-12_20.19.02,norm,0.18336084365177452,0.2040303316426456,1.1211864406779661,0.5391480886615488,1.5266007562038943,0.0084,-14006.613986191283,-14129.178022122573,0.020669487990871094,passive
Mint,BYB_Recording_2024-02-12_20.19.02,raw,0.16791709170921976,0.1888238544685723,0.5855932203389831,1.0,1.0,0.0084,55808.04743735093,55686.45193637325,0.02090676275935255,passive
Mint,BYB_Recording_2024-02-20_19.07.45,norm,0.21390207934748284,0.21390207934748284,0.0,0.2459143445246206,0.2459143445246206,0.0,-21812.509173913426,-21804.290925986737,0.0,active
Mint,BYB_Recording_2024-02-20_19.07.45,raw,-6.881795221894218,0.005108223900954001,3.1966101694915254,1.0,1.0,0.0,40217.60337357747,37638.49650184691,6.886903445795172,passive
Mint,BYB_Recording_2024-02-20_19.11.24,norm,0.5985217965617049,0.5985217965617049,0.0,0.6406158915031374,0.6406158915031374,0.0,-28213.271269611338,-28204.929620992436,0.0,active
Mint,BYB_Recording_2024-02-20_19.11.24,raw,-2.5437437079709833,0.010352597021200616,2.5940677966101693,1.0,1.0,0.0,45201.282433979235,42260.314174307205,2.554096304992184,passive
Mint,BYB_Recording_2024-02-20_19.19.15,norm,0.625274558667662,0.6277412757731697,0.11694915254237288,0.5904325091984262,0.6060662810240285,0.8652,-18705.74337214393,-18724.776613703438,0.002466717105507721,passive
Mint,BYB_Recording_2024-02-20_19.19.15,raw,0.15877173901487351,0.5701500189453015,0.652542372881356,1.0,1.0,0.8652,45373.08551244975,42599.69356837386,0.41137827993042797,passive
Mint,BYB_Recording_2024-02-20_19.22.59,norm,0.6848135285332442,0.8302682348638968,0.7194915254237289,0.8836902988541281,1.755413668304084,2.2596,-16453.154556355224,-18997.978263477697,0.1454547063306526,passive
Mint,BYB_Recording_2024-02-20_19.22.59,raw,-5.186073969083651,0.7409921839809994,1.188135593220339,1.0,1.0,2.2596,38996.047555436984,30574.75298248203,5.927066153064651,passive
Mint,BYB_Recording_2024-02-20_19.26.22,norm,0.543158971065357,0.7532358680979764,0.8533898305084746,0.8701492859748718,2.7348672631796656,1.554,-15034.308146129055,-17504.399869572582,0.21007689703261934,passive
Mint,BYB_Recording_2024-02-20_19.26.22,raw,-10.887921523279946,0.6534210252724106,1.1211864406779661,1.0,1.0,1.554,41993.48501044041,34950.563561063784,11.541342548552358,passive
Mint,BYB_Recording_2024-02-20_19.32.55,norm,0.38341263091619127,0.6993675129617958,0.8533898305084746,0.8086259342619473,2.6385266151055755,3.2088,-15714.153698051714,-19284.267929636728,0.3159548820456045,passive
Mint,BYB_Recording_2024-02-20_19.32.55,raw,-48.69450772620242,0.3304172856989318,1.9245762711864407,1.0,1.0,3.2088,45490.45662151921,40049.91951246166,49.024925011901345,passive
Mint,BYB_Recording_2024-02-20_19.38.46,norm,0.07701330616989133,0.08518977416153661,0.3177966101694915,0.6241437404305954,0.9321235942578548,0.31079999999999997,-13431.836207599468,-13464.672600638214,0.008176467991645286,passive
Mint,BYB_Recording_2024-02-20_19.38.46,raw,-66.48801833292809,0.05192309330360545,2.0584745762711862,1.0,1.0,0.31079999999999997,44644.569762701365,41192.47244759136,66.53994142623169,passive
Ornamental Chile,BYB_Recording_2024-02-07_19.42.39,norm,0.47050297278195374,0.6101797605483349,0.8533898305084746,0.4746488353926509,1.313909303055674,1.9824,-19745.7111075178,-20969.422256016023,0.13967678776638115,passive
Ornamental Chile,BYB_Recording_2024-02-07_19.42.39,raw,-39.07565518256932,0.36714871819418815,1.723728813559322,1.0,1.0,1.9824,34586.28307459227,29967.461492225124,39.44280390076351,passive
Ornamental Chile,BYB_Recording_2024-02-07_19.48.46,norm,0.30495097490621437,0.5429803137348767,1.3220338983050848,0.5875139594986386,2.703990722298932,4.3008,-19763.62635090483,-21405.95871651727,0.23802933882866228,passive
Ornamental Chile,BYB_Recording_2024-02-07_19.48.46,raw,-1.949967982478353,0.5404019196759831,1.188135593220339,1.0,1.0,4.3008,33914.73605177102,28135.42751237973,2.490369902154336,passive
Ornamental Chile,BYB_Recording_2024-02-12_19.32.29,norm,0.39044726797129414,0.5971329299263302,1.0542372881355933,0.7304815428341714,2.6114397900373936,5.6448,-12473.788581139463,-14084.307954750524,0.20668566195503602,passive
Ornamental Chile,BYB_Recording_2024-02-12_19.32.29,raw,-0.6754702668478176,0.5889686972600436,0.8533898305084746,1.0,1.0,5.6448,36580.2062056534,31095.629454349742,1.2644389641078613,passive
Ornamental Chile,BYB_Recording_2024-02-19_18.55.40,norm,0.23520994269711737,0.5973326391462825,1.3220338983050848,0.33854340341119554,2.9834391035089536,2.52,-15731.956635740258,-18065.83586815174,0.36212269644916517,passive
Ornamental Chile,BYB_Recording_2024-02-19_18.55.40,raw,-21.927236851786365,0.5894495623117172,1.3889830508474577,1.0,1.0,2.52,33379.36174199067,27608.383658337803,22.516686414098082,passive
Ornamental Chile,BYB_Recording_2024-02-19_18.58.46,norm,0.06948265343980331,0.1201631296818848,1.188135593220339,0.16755605177170194,0.7201742092201944,4.074,-20405.55799543912,-20661.88460707015,0.050680476242081496,passive
Ornamental Chile,BYB_Recording_2024-02-19_18.58.46,raw,-532.5338662420314,-0.046655979912128664,4.0,1.0,1.0,4.074,36886.6257833067,33835.84998514832,532.4872102621193,passive
Ornamental Chile,BYB_Recording_2024-02-19_19.03.24,norm,0.5196077454745633,0.8633484391635753,0.7864406779661017,1.0930179206765498,3.815759042681041,1.3439999999999999,-11693.01775152729,-16015.81901182379,0.34374069368901194,passive
Ornamental Chile,BYB_Recording_2024-02-19_19.03.24,raw,-5.614066882784175,0.8381785333736519,0.8533898305084746,1.0,1.0,1.3439999999999999,35460.398858510314,26808.12818731183,6.452245416157827,passive
Ornamental Chile,BYB_Recording_2024-02-19_19.07.47,norm,0.34512105073913313,0.45305309752945533,1.0542372881355933,0.6546173290762618,2.845255643163632,3.066,-15730.9200051947,-16526.65659134135,0.1079320467903222,passive
Ornamental Chile,BYB_Recording_2024-02-19_19.07.47,raw,-10.398223970208177,0.44912748102681466,1.255084745762712,1.0,1.0,3.066,40286.97019761448,34540.440566002726,10.847351451234992,passive
Ornamental Chile,BYB_Recording_2024-02-19_19.10.37,norm,0.339352838414094,0.6770101197359937,0.9203389830508475,0.8889136740740533,3.344755432217767,6.7452,-11746.406005824767,-14600.507596884769,0.33765728132189965,passive
Ornamental Chile,BYB_Recording_2024-02-19_19.10.37,raw,-1192.593702382994,0.05537355186392512,4.0,1.0,1.0,6.7452,32310.87569126551,29320.71862837273,1192.649075934858,passive
Ornamental Chile,BYB_Recording_2024-02-19_19.17.58,norm,0.41000859458278593,0.5583620991642548,0.652542372881356,1.10315219486684,2.6723688154730896,4.2672,-10005.870602395384,-10959.58280431706,0.1483535045814689,passive
Ornamental Chile,BYB_Recording_2024-02-19_19.17.58,raw,-106.66437690023294,0.23403680579224873,2.2593220338983047,1.0,1.0,4.2672,30530.768007146933,27353.146285518556,106.89841370602518,passive
Ornamental Chile,BYB_Recording_2024-02-22_17.57.13,norm,0.8771614369232892,0.9610857285210669,0.5186440677966102,1.086111965453439,1.5001852453577087,4.2924,-22348.92081514458,-27383.43451478424,0.0839242915977777,passive
Ornamental Chile,BYB_Recording_2024-02-22_17.57.13,raw,-1.2077315960352082,0.841357949491853,0.9872881355932204,1.0,1.0,4.3008,44638.38062057808,33531.19732725284,2.0490895455270612,passive
Ornamental Chile,BYB_Recording_2024-02-22_18.00.13,norm,0.565455981398161,0.9218091334840378,1.255084745762712,0.9074735536282,5.067950005310592,3.36,-12853.435132367598,-18956.316285475707,0.3563531520858768,passive
Ornamental Chile,BYB_Recording_2024-02-22_18.00.13,raw,-41.85132541300133,0.8607243471221877,1.5228813559322034,1.0,1.0,3.36,33033.346629178806,23549.880932330583,42.71204976012351,passive
Ornamental Chile,BYB_Recording_2024-02-23_19.53.15,norm,0.2669081762614359,0.5011553531170996,1.6567796610169492,0.3764638187303341,5.456815863804764,2.1084,-16552.877305191447,-18202.986747301304,0.23424717685566365,passive
Ornamental Chile,BYB_Recording_2024-02-23_19.53.15,raw,-1.7951357550073892,0.39862255307736005,1.1211864406779661,1.0,1.0,2.1084,40072.09298297804,34905.779643371985,2.193758308084749,passive
Ornamental Chile,BYB_Recording_2024-02-23_19.55.48,norm,0.3565990974305928,0.3565990974305928,0.0,0.5895796674849556,0.5895796674849556,0.0084,-18739.618640223955,-18731.27033916902,0.0,active
Ornamental Chile,BYB_Recording_2024-02-23_19.55.48,raw,-52.125971895206284,0.02821675811979596,2.861864406779661,1.0,1.0,0.0084,33460.69820031235,30423.125161778305,52.15418865332608,passive
Ornamental Chile,BYB_Recording_2024-02-23_19.59.02,norm,0.7583769569649796,0.7590199556732269,0.05,0.7507303704264934,0.7556177377166158,1.6884,-21071.901834040327,-21074.40437105102,0.0006429987082472444,passive
Ornamental Chile,BYB_Recording_2024-02-23_19.59.02,raw,-33.25881380939172,0.15929969586289805,1.8576271186440678,1.0,1.0,1.6884,42075.31178820394,38569.58008450452,33.41811350525462,passive
Ornamental Chile,BYB_Recording_2024-02-23_20.04.22,norm,0.18434537276372265,0.2351936102124046,0.5855932203389831,0.4452362463385464,0.7967456004331107,0.6132,-15966.37578512954,-16230.04720078123,0.05084823744868194,passive
Ornamental Chile,BYB_Recording_2024-02-23_20.04.22,raw,-102.12136659062637,0.06319499275732177,2.928813559322034,1.0,1.0,0.6132,28771.532953981827,25576.881714411615,102.18456158338368,passive
Rosemary,BYB_Recording_2024-02-15_21.13.19,norm,0.18009896219610322,0.18137763708402765,0.3847457627118644,0.2402914539516471,0.310345873754952,0.0,-18511.036885499878,-18508.55179427624,0.0012786748879244358,active
Rosemary,BYB_Recording_2024-02-15_21.13.19,raw,-2.4939018598797595,0.12528407870291647,1.5228813559322034,1.0,1.0,0.0,36947.28234987203,33925.528613559894,2.619185938582676,passive
Rosemary,BYB_Recording_2024-02-15_21.20.04,norm,0.049360948389664316,0.09278623857343204,1.5898305084745763,0.09563226146979187,0.6064028649749209,3.8724,-18607.865939475425,-18773.159669345798,0.04342529018376773,passive
Rosemary,BYB_Recording_2024-02-15_21.20.04,raw,-15.798198343717633,0.059890923257246986,2.2593220338983047,1.0,1.0,3.8724,33859.88886592765,31068.505672435804,15.858089266974881,passive
Rosemary,BYB_Recording_2024-02-15_21.27.05,norm,0.06786607741028294,0.08239503821345329,1.723728813559322,0.0976577173679545,0.7092865455953876,0.0,-19401.55599320627,-19452.036449610223,0.014528960803170343,passive
Rosemary,BYB_Recording_2024-02-15_21.27.05,raw,-16.054069681076435,0.059746470821129494,2.3262711864406778,1.0,1.0,-5.46,30852.719365725337,28042.302751431867,16.113816151897563,passive
Rosemary,BYB_Recording_2024-02-19_19.56.50,norm,0.26936615118775986,0.5923561256785037,0.7864406779661017,0.5472539216779092,1.8471268368685336,4.4016,-15791.38005811626,-17599.246631814338,0.32298997449074385,passive
Rosemary,BYB_Recording_2024-02-19_19.56.50,raw,-0.39204754027738375,0.5742431025219468,0.652542372881356,1.0,1.0,4.4016,34831.50180072441,31152.87520679384,0.9662906427993305,passive
Rosemary,BYB_Recording_2024-02-23_19.35.51,norm,0.7864292195588641,0.7955725111588721,0.11694915254237288,0.8862810128881443,0.9147404478738969,0.8064,-22141.683345945763,-22329.951202696797,0.00914329160000793,passive
Rosemary,BYB_Recording_2024-02-23_19.35.51,raw,-0.2733666303991251,0.5083871559990538,0.7864406779661017,1.0,1.0,0.8064,35939.15795658735,31669.551057571505,0.7817537863981789,passive
Rosemary,BYB_Recording_2024-02-26_18.50.08,norm,0.43644112511367117,0.43644112511367117,0.0,0.9839560060170763,0.9839560060170763,0.0084,-13426.456005487751,-13418.08847307089,0.0,active
Rosemary,BYB_Recording_2024-02-26_18.50.08,raw,-1.4951644277122056,0.17207138211181405,1.0542372881355933,1.0,1.0,0.0084,42115.95175276498,38329.56771353214,1.6672358098240196,passive
Rosemary,BYB_Recording_2024-02-26_19.06.39,norm,0.5402261143105676,0.5402261143105676,0.0,0.9871523992989922,0.9871523992989922,0.0,-21769.505598711985,-21761.13736967371,0.0,active
Rosemary,BYB_Recording_2024-02-26_19.06.39,raw,0.019606219876001196,0.24413480948907684,0.652542372881356,1.0,1.0,0.0,35925.60941339736,34813.50446608512,0.22452858961307565,passive
Rosemary,BYB_Recording_2024-02-26_19.10.25,norm,0.5698807975959357,0.6182011203252878,0.5855932203389831,0.34708806655391256,0.535600677202657,2.4528,-24382.239343713194,-24888.3190459235,0.04832032272935216,passive
Rosemary,BYB_Recording_2024-02-26_19.10.25,raw,-4.358722438919304,0.46614716566975567,1.255084745762712,1.0,1.0,2.4528,46814.632203373854,41123.34458719368,4.824869604589059,passive
Rosemary,BYB_Recording_2024-02-29_17.20.55,norm,0.9161643527552161,0.9432060493851404,0.3177966101694915,0.8946712722303336,1.059026858605677,0.8231999999999999,-22091.44953894193,-23570.429179363222,0.027041696629924283,passive
Rosemary,BYB_Recording_2024-02-29_17.20.55,raw,-1.2445907326530778,0.6951624287333036,0.8533898305084746,1.0,1.0,0.8231999999999999,48182.65715294454,41008.804693724946,1.9397531613863814,passive
Ruda,BYB_Recording_2024-01-17_20.14.33,norm,0.8082462654108126,0.8379478652981674,0.18389830508474575,1.0050909771244838,1.145023658846847,0.5124,-15917.433982338105,-16452.774779314812,0.02970159988735488,passive
Ruda,BYB_Recording_2024-01-17_20.14.33,raw,-0.36998352091172393,0.5589672878107905,0.7864406779661017,1.0,1.0,0.5124,42197.49756888829,38545.716074680284,0.9289508087225145,passive
Ruda,BYB_Recording_2024-02-05_19.17.48,norm,0.1762678324467356,0.21726395176116597,0.25084745762711863,0.4475787054230618,0.6875034625355504,1.4868,-13636.011905398085,-13802.921994306693,0.04099611931443037,passive
Ruda,BYB_Recording_2024-02-05_19.17.48,raw,-2.3752986750076244,0.11095886464082061,1.188135593220339,1.0,1.0,1.4868,44287.69539258585,41517.45789339973,2.486257539648445,passive
Ruda,BYB_Recording_2024-02-20_19.48.40,norm,0.0806264945878098,0.14433420417761023,1.6567796610169492,0.25881230581039927,2.7474961720757816,2.6795999999999998,-11018.495359610553,-11268.04512065563,0.06370770958980043,passive
Ruda,BYB_Recording_2024-02-20_19.48.40,raw,-3.5726957804325084,0.14136745712513332,1.5228813559322034,1.0,1.0,2.6879999999999997,36579.722778951014,33554.98348406218,3.7140632375576415,passive
Ruda,BYB_Recording_2024-02-20_19.51.32,norm,0.5295647599114093,0.7683128407063542,0.9872881355932204,0.599166702350189,1.9082779275917845,1.8479999999999999,-22132.619840229676,-25472.15249551815,0.23874808079494492,passive
Ruda,BYB_Recording_2024-02-20_19.51.32,raw,-11.327686260506487,0.7067922718594629,1.3889830508474577,1.0,1.0,1.8479999999999999,46204.28826697423,37139.17351329065,12.03447853236595,passive
Ruda,BYB_Recording_2024-02-20_19.54.12,norm,0.4500211617945229,0.4881514764943401,0.5855932203389831,0.438194522881043,0.6130550793617966,1.1088,-16537.942776908858,-16817.05301829975,0.0381303146998172,passive
Ruda,BYB_Recording_2024-02-20_19.54.12,raw,-9.154608072967688,0.35704002127380496,1.790677966101695,1.0,1.0,1.1088,37029.83028822623,32500.84492313342,9.511648094241494,passive
Ruda,BYB_Recording_2024-02-20_19.57.31,norm,0.5253062087992437,0.6676968710999127,0.4516949152542373,1.135515646481962,2.138711028044095,0.8904,-15834.306506446566,-17280.65548473636,0.142390662300669,passive
Ruda,BYB_Recording_2024-02-20_19.57.31,raw,0.42518404823818945,0.6499992973074071,0.3177966101694915,1.0,1.0,0.8904,42186.58216989223,40171.24373832565,0.22481524906921768,passive
Ruda,BYB_Recording_2024-02-22_18.37.41,norm,0.19294153201609043,0.3803828323797318,1.1211864406779661,0.16930853874536617,0.7978116113398752,3.5196,-15687.241786890525,-16471.590400412017,0.18744130036364137,passive
Ruda,BYB_Recording_2024-02-22_18.37.41,raw,-34.217634923026885,0.2365563892753999,1.8576271186440678,1.0,1.0,3.5196,28024.54470701012,25146.78632725675,34.454191312302285,passive
Ruda,BYB_Recording_2024-02-22_18.44.37,norm,0.042874812216355807,0.08255308272716522,1.3220338983050848,0.06735390517744623,0.4205352117318633,2.2176,-15732.406440277304,-15841.214469498549,0.03967827051080941,passive
Ruda,BYB_Recording_2024-02-22_18.44.37,raw,-79.26029320032696,0.03976580928239004,2.6610169491525424,1.0,1.0,2.2176,26243.886441746396,24230.306653645854,79.30005900960934,passive
Ruda,BYB_Recording_2024-02-23_20.25.25,norm,0.6069018955180792,0.6608272366041409,0.4516949152542373,0.4364988342380695,0.5956708998147618,0.6888,-17417.386406529084,-17908.714714806425,0.05392534108606173,passive
Ruda,BYB_Recording_2024-02-23_20.25.25,raw,-10.933460307519345,0.2804063909244694,1.5228813559322034,1.0,1.0,0.6888,30056.925244503796,26606.544662877423,11.213866698443814,passive
Ruda,BYB_Recording_2024-02-29_16.58.27,norm,0.6308973994480125,0.6354275263556929,0.11694915254237288,0.749388320505366,0.856869179944693,0.0252,-15812.769497335872,-15847.759126975787,0.0045301269076803985,passive
Ruda,BYB_Recording_2024-02-29_16.58.27,raw,-0.31296975750973477,0.5794176920534995,0.5186440677966102,1.0,1.0,0.0252,37578.46613715095,33609.03213117811,0.8923874495632342,passive
Ruda,BYB_Recording_2024-03-04_19.50.01,norm,0.7925966644426495,0.8041879057613917,0.18389830508474575,0.832932397517551,0.9015862010288557,0.48719999999999997,-21324.659852565226,-21567.13727135827,0.011591241318742118,passive
Ruda,BYB_Recording_2024-03-04_19.50.01,raw,-5.42679932044896,0.2601745251240264,1.4559322033898305,1.0,1.0,0.48719999999999997,44886.71529415206,40559.320233019695,5.686973845572986,passive
Ruda,BYB_Recording_2024-03-04_20.01.12,norm,0.18645825353419399,0.2916746169110327,2.1254237288135593,0.514265416854393,10.712446398630696,4.0908,-15017.184066442951,-15550.008324476163,0.1052163633768387,passive
Ruda,BYB_Recording_2024-03-04_20.01.12,raw,-1101.0935670887557,0.24820869787402422,3.397457627118644,1.0,1.0,4.0908,30115.0787110089,26302.523697033477,1101.3417757866298,passive
Ruda,BYB_Recording_2024-03-06_21.31.33,norm,0.9355491736487636,0.9595529865455288,0.25084745762711863,1.0304173689207858,1.1926507483994762,0.6467999999999999,-25321.131742871203,-27289.6337571154,0.02400381289676523,passive
Ruda,BYB_Recording_2024-03-06_21.31.33,raw,-1.1434696540853935,0.7008971898751428,0.7864406779661017,1.0,1.0,0.6467999999999999,49377.91084045406,41326.19753314488,1.8443668439605363,passive
Ruda,BYB_Recording_2024-03-06_21.44.52,norm,0.6660161031416983,0.8363456633286546,0.3847457627118644,0.5702483716436771,0.9098989619299015,0.7056,-16848.164325873797,-19248.263155393095,0.17032956018695622,passive
Ruda,BYB_Recording_2024-03-06_21.44.52,raw,0.30329230018069075,0.8332067250064344,0.4516949152542373,1.0,1.0,0.7056,30908.968499922863,26090.726945089173,0.5299144248257437,passive
Sensitive Mimosa,BYB_Recording_2021-07-26_12.46.45,norm,0.32044013711209507,0.37082804191081353,0.3847457627118644,0.22163423751561234,0.3259127864205144,0.504,-5686.915974720562,-5775.6285499941705,0.050387904798718464,passive
Sensitive Mimosa,BYB_Recording_2021-07-26_12.46.45,raw,-14.014892905338861,0.14735639034701153,1.6567796610169492,1.0,1.0,0.504,15851.81685586691,14798.97945416112,14.162249295685873,passive
Sensitive Mimosa,BYB_Recording_2024-06-27_17.07.10,norm,0.8785803491020341,0.9079232897051059,0.18389830508474575,0.9779630312068107,1.1806228727190113,1.0164,-23134.877800913473,-24218.18207500726,0.029342940603071854,passive
Sensitive Mimosa,BYB_Recording_2024-06-27_17.07.10,raw,0.7960636559817592,0.9017881038180001,0.18389830508474575,1.0,1.0,1.0164,44865.03668103004,41990.05166625019,0.10572444783624091,passive
Sensitive Mimosa,BYB_Recording_2024-06-27_17.25.17,norm,0.8313546826780212,0.8470556858611109,0.18389830508474575,0.8877956717785412,1.0060908134610926,1.2768,-14209.926488777168,-14479.997666496629,0.015701003183089757,passive
Sensitive Mimosa,BYB_Recording_2024-06-27_17.25.17,raw,-12.21265250748271,0.4489473983169766,1.0542372881355933,1.0,1.0,1.2768,32573.313520733525,28915.279316844597,12.661599905799687,passive
Sensitive Mimosa,BYB_Recording_2024-06-27_17.42.19,norm,0.7939103478522895,0.8553484290593529,0.25084745762711863,0.7973779811739046,1.0459289826301088,1.47,-30604.703985099106,-32496.298596185236,0.0614380812070634,passive
Sensitive Mimosa,BYB_Recording_2024-06-27_17.42.19,raw,-1.8473536667738881,0.6426473488581158,0.652542372881356,1.0,1.0,1.47,57291.080097719336,48057.69424487583,2.490001015632004,passive
Sensitive Mimosa,BYB_Recording_2024-06-27_18.31.29,norm,0.6399501725252685,0.6417140028614984,0.05,0.8910361209958895,0.9075590527893024,1.302,-10215.05941596742,-10219.467492498658,0.0017638303362298435,passive
Sensitive Mimosa,BYB_Recording_2024-06-27_18.31.29,raw,-12.61054093238536,0.06248831345851813,1.723728813559322,1.0,1.0,1.302,27951.39775298069,26073.856744357832,12.673029245843878,passive
Sensitive Mimosa,BYB_Recording_2024-06-27_18.48.14,norm,0.504941403423494,0.5243384645008352,0.11694915254237288,0.963802015661202,1.1114710572338373,0.0252,-14361.598752384692,-14492.934968141639,0.019397061077341182,passive
Sensitive Mimosa,BYB_Recording_2024-06-27_18.48.14,raw,-167.70048589926654,0.0028533550205187552,3.866101694915254,1.0,1.0,0.0252,25793.02601746516,23373.87300746382,167.70333925428704,passive
